5.01036e+00	1.23810e-01
5.01090e+00	1.23790e-01
5.01143e+00	1.23780e-01
5.01197e+00	1.23770e-01
5.01250e+00	1.23770e-01
5.01304e+00	1.23770e-01
5.01357e+00	1.23770e-01
5.01411e+00	1.23770e-01
5.01465e+00	1.23780e-01
5.01518e+00	1.23780e-01
5.01572e+00	1.23780e-01
5.01625e+00	1.23790e-01
5.01679e+00	1.23790e-01
5.01732e+00	1.23790e-01
5.01786e+00	1.23790e-01
5.01840e+00	1.23790e-01
5.01893e+00	1.23780e-01
5.01947e+00	1.23780e-01
5.02000e+00	1.23770e-01
5.02054e+00	1.23770e-01
5.02107e+00	1.23760e-01
5.02161e+00	1.23750e-01
5.02215e+00	1.23750e-01
5.02268e+00	1.23740e-01
5.02322e+00	1.23730e-01
5.02375e+00	1.23720e-01
5.02429e+00	1.23710e-01
5.02482e+00	1.23700e-01
5.02536e+00	1.23690e-01
5.02590e+00	1.23670e-01
5.02643e+00	1.23650e-01
5.02697e+00	1.23630e-01
5.02750e+00	1.23610e-01
5.02804e+00	1.23590e-01
5.02857e+00	1.23560e-01
5.02911e+00	1.23540e-01
5.02965e+00	1.23520e-01
5.03018e+00	1.23500e-01
5.03072e+00	1.23490e-01
5.03125e+00	1.23470e-01
5.03179e+00	1.23470e-01
5.03232e+00	1.23460e-01
5.03286e+00	1.23460e-01
5.03340e+00	1.23470e-01
5.03393e+00	1.23480e-01
5.03447e+00	1.23480e-01
5.03500e+00	1.23490e-01
5.03554e+00	1.23490e-01
5.03607e+00	1.23500e-01
5.03661e+00	1.23510e-01
5.03715e+00	1.23510e-01
5.03768e+00	1.23510e-01
5.03822e+00	1.23510e-01
5.03875e+00	1.23510e-01
5.03929e+00	1.23510e-01
5.03982e+00	1.23510e-01
5.04036e+00	1.23510e-01
5.04090e+00	1.23500e-01
5.04143e+00	1.23510e-01
5.04197e+00	1.23510e-01
5.04250e+00	1.23510e-01
5.04304e+00	1.23520e-01
5.04357e+00	1.23530e-01
5.04411e+00	1.23540e-01
5.04465e+00	1.23550e-01
5.04518e+00	1.23560e-01
5.04572e+00	1.23580e-01
5.04625e+00	1.23590e-01
5.04679e+00	1.23600e-01
5.04732e+00	1.23600e-01
5.04786e+00	1.23600e-01
5.04840e+00	1.23600e-01
5.04893e+00	1.23600e-01
5.04947e+00	1.23590e-01
5.05000e+00	1.23580e-01
5.05054e+00	1.23570e-01
5.05107e+00	1.23560e-01
5.05161e+00	1.23550e-01
5.05215e+00	1.23540e-01
5.05268e+00	1.23530e-01
5.05322e+00	1.23530e-01
5.05375e+00	1.23520e-01
5.05429e+00	1.23520e-01
5.05482e+00	1.23520e-01
5.05536e+00	1.23530e-01
5.05589e+00	1.23530e-01
5.05643e+00	1.23530e-01
5.05697e+00	1.23540e-01
5.05750e+00	1.23540e-01
5.05804e+00	1.23540e-01
5.05857e+00	1.23540e-01
5.05911e+00	1.23540e-01
5.05964e+00	1.23530e-01
5.06018e+00	1.23510e-01
5.06072e+00	1.23500e-01
5.06125e+00	1.23490e-01
5.06179e+00	1.23470e-01
5.06232e+00	1.23460e-01
5.06286e+00	1.23440e-01
5.06339e+00	1.23430e-01
5.06393e+00	1.23420e-01
5.06447e+00	1.23420e-01
5.06500e+00	1.23420e-01
5.06554e+00	1.23430e-01
5.06607e+00	1.23440e-01
5.06661e+00	1.23450e-01
5.06714e+00	1.23470e-01
5.06768e+00	1.23490e-01
5.06822e+00	1.23500e-01
5.06875e+00	1.23520e-01
5.06929e+00	1.23530e-01
5.06982e+00	1.23530e-01
5.07036e+00	1.23540e-01
5.07089e+00	1.23540e-01
5.07143e+00	1.23540e-01
5.07197e+00	1.23540e-01
5.07250e+00	1.23540e-01
5.07304e+00	1.23540e-01
5.07357e+00	1.23540e-01
5.07411e+00	1.23530e-01
5.07464e+00	1.23530e-01
5.07518e+00	1.23530e-01
5.07572e+00	1.23520e-01
5.07625e+00	1.23520e-01
5.07679e+00	1.23510e-01
5.07732e+00	1.23510e-01
5.07786e+00	1.23500e-01
5.07839e+00	1.23500e-01
5.07893e+00	1.23500e-01
5.07947e+00	1.23500e-01
5.08000e+00	1.23500e-01
5.08054e+00	1.23510e-01
5.08107e+00	1.23520e-01
5.08161e+00	1.23530e-01
5.08214e+00	1.23550e-01
5.08268e+00	1.23560e-01
5.08322e+00	1.23580e-01
5.08375e+00	1.23600e-01
5.08429e+00	1.23610e-01
5.08482e+00	1.23630e-01
5.08536e+00	1.23640e-01
5.08589e+00	1.23660e-01
5.08643e+00	1.23670e-01
5.08697e+00	1.23670e-01
5.08750e+00	1.23680e-01
5.08804e+00	1.23680e-01
5.08857e+00	1.23680e-01
5.08911e+00	1.23690e-01
5.08964e+00	1.23690e-01
5.09018e+00	1.23690e-01
5.09072e+00	1.23690e-01
5.09125e+00	1.23690e-01
5.09179e+00	1.23690e-01
5.09232e+00	1.23690e-01
5.09286e+00	1.23680e-01
5.09339e+00	1.23680e-01
5.09393e+00	1.23680e-01
5.09447e+00	1.23670e-01
5.09500e+00	1.23670e-01
5.09554e+00	1.23660e-01
5.09607e+00	1.23660e-01
5.09661e+00	1.23660e-01
5.09714e+00	1.23660e-01
5.09768e+00	1.23660e-01
5.09821e+00	1.23660e-01
5.09875e+00	1.23670e-01
5.09929e+00	1.23680e-01
5.09982e+00	1.23700e-01
5.10036e+00	1.23720e-01
5.10089e+00	1.23740e-01
5.10143e+00	1.23770e-01
5.10196e+00	1.23790e-01
5.10250e+00	1.23820e-01
5.10304e+00	1.23840e-01
5.10357e+00	1.23870e-01
5.10411e+00	1.23890e-01
5.10464e+00	1.23910e-01
5.10518e+00	1.23920e-01
5.10571e+00	1.23940e-01
5.10625e+00	1.23950e-01
5.10679e+00	1.23960e-01
5.10732e+00	1.23970e-01
5.10786e+00	1.23970e-01
5.10839e+00	1.23970e-01
5.10893e+00	1.23970e-01
5.10946e+00	1.23970e-01
5.11000e+00	1.23960e-01
5.11054e+00	1.23960e-01
5.11107e+00	1.23950e-01
5.11161e+00	1.23940e-01
5.11214e+00	1.23930e-01
5.11268e+00	1.23920e-01
5.11321e+00	1.23900e-01
5.11375e+00	1.23900e-01
5.11429e+00	1.23890e-01
5.11482e+00	1.23880e-01
5.11536e+00	1.23880e-01
5.11589e+00	1.23870e-01
5.11643e+00	1.23870e-01
5.11696e+00	1.23870e-01
5.11750e+00	1.23860e-01
5.11804e+00	1.23860e-01
5.11857e+00	1.23850e-01
5.11911e+00	1.23850e-01
5.11964e+00	1.23850e-01
5.12018e+00	1.23840e-01
5.12071e+00	1.23840e-01
5.12125e+00	1.23850e-01
5.12179e+00	1.23850e-01
5.12232e+00	1.23860e-01
5.12286e+00	1.23870e-01
5.12339e+00	1.23890e-01
5.12393e+00	1.23910e-01
5.12446e+00	1.23930e-01
5.12500e+00	1.23960e-01
5.12554e+00	1.23990e-01
5.12607e+00	1.24020e-01
5.12661e+00	1.24050e-01
5.12714e+00	1.24080e-01
5.12768e+00	1.24100e-01
5.12821e+00	1.24130e-01
5.12875e+00	1.24160e-01
5.12929e+00	1.24170e-01
5.12982e+00	1.24190e-01
