5.0136881   0.12570496
5.0185413   0.12441789
5.0234041   0.12294693
5.0282774   0.12129211
5.0331593   0.11945343
5.0380507   0.11755345
5.0429511   0.11559218
5.0478616   0.11356962
5.0527816   0.11166965
5.0577111   0.10989224
5.0626502   0.10836001
5.0675998   0.10713422
5.0725584   0.10621488
5.0775266   0.10560199
5.0825043   0.10529552
5.087492   0.10517295
5.0924897   0.10523424
5.097497   0.10560199
5.1025143   0.10621488
5.1075401   0.10707293
5.112577   0.10811485
5.1176243   0.10915678
5.1226811   0.1101374
5.127748   0.11130192
5.1328249   0.11246641
5.1379123   0.11369221
5.1430092   0.11485671
5.1481171   0.11595991
5.1532345   0.11681797
5.1583619   0.11773732
5.1634998   0.11865667
5.1686478   0.11945343
5.1738062   0.1201889
5.1789751   0.12098567
5.184154   0.12184372
5.1893444   0.1225792
5.1945438   0.12319209
5.1997542   0.12398885
5.2049747   0.12466305
5.210206   0.12539852
5.2154474   0.12613399
5.2206998   0.12650172
5.2259626   0.1266856
5.2312346   0.12686948
5.2365189   0.12699205
5.2418137   0.12674689
5.2471189   0.12625657
5.2524352   0.12576626
5.2577624   0.12527594
5.2631001   0.12472434
5.2684488   0.12423401
5.273809   0.12368241
5.2791796   0.12325338
5.2845607   0.12294693
5.2899532   0.12282436
5.2953568   0.12270177
5.3007712   0.12276307
5.3061967   0.12294693
5.3116336   0.12331467
5.3170795   0.12368241
5.3225384   0.12411144
5.3280087   0.12454046
5.3334904   0.12490821
5.3389831   0.12521464
5.3444872   0.12570496
5.3500028   0.12625657
5.3555293   0.12674689
5.3610692   0.12742107
5.3666191   0.12827913
5.37218   0.12925977
5.3777528   0.1302404
5.3833375   0.13122104
5.3889332   0.13207909
5.3945408   0.13287584
5.4001603   0.1337339
5.4057918   0.13465326
5.4114347   0.13587904
5.417089   0.13716613
5.4227557   0.13869835
5.4284339   0.13998544
5.434124   0.1414564
5.439826   0.1431112
5.44554   0.14488861
5.4512644   0.14660472
5.4570026   0.14832082
5.4627528   0.15003693
5.4685154   0.15156917
5.4742899   0.15285625
5.4800768   0.15426593
5.4858756   0.15530784
5.4916868   0.15634976
5.4975119   0.1573917
5.5033479   0.1584949
5.5091963   0.15935296
5.5150576   0.15996586
5.5209308   0.16051747
5.5268164   0.16100779
5.5327148   0.16113035
5.5386262   0.16088519
5.5445509   0.16008843
5.550487   0.15867877
5.5564361   0.15702394
5.562398   0.15628847
5.5683727   0.15653363
5.5743604   0.15720783
5.5803604   0.15892392
5.5863738   0.16162068
5.5923977   0.16419484
5.5984373   0.16646256
5.6044893   0.16811737
5.6105552   0.16928187
5.6166334   0.17007864
5.6227255   0.17069153
5.6288304   0.17124315
5.6349487   0.1720399
5.6410818   0.17259149
5.6472268   0.1726528
5.6533852   0.17259149
5.6595569   0.17246893
5.6657424   0.17216249
5.6719413   0.17216249
5.6781535   0.17179474
5.6843796   0.17124315
5.6906204   0.1708754
5.6968741   0.17032379
5.7031412   0.16989475
5.7094221   0.1697109
5.7157168   0.16891412
5.7220259   0.1679948
5.7283483   0.16707546
5.7346849   0.16627869
5.7410331   0.16523676
5.7473979   0.16419484
5.7537766   0.16278517
5.76017   0.16211098
5.7665772   0.16125293
5.7729988   0.15916908
5.7794347   0.15714654
5.7858849   0.15530784
5.7923512   0.15310141
5.7988305   0.15101758
5.8053241   0.14868857
5.811832   0.14660472
5.8183551   0.14476603
5.8248925   0.14262089
5.8314447   0.14016931
5.8380117   0.13796289
5.8445945   0.13612421
5.851191   0.13471454
5.8578029   0.13361134
5.864429   0.13275327
5.8710709   0.13201779
5.877727   0.13189521
5.8843989   0.1308533
5.8910856   0.12968878
5.8977852   0.12821783
5.9045024   0.12576626
5.9112349   0.12337596
5.9179831   0.12061793
5.9247465   0.11749216
5.9315252   0.11467284
5.9383197   0.11111804
5.9451299   0.10707293
5.9519572   0.10321169
5.9587984   0.099718183
5.9656553   0.096408539
5.9725285   0.092915036
5.9794173   0.089850552
5.9863219   0.087460257
5.9932423   0.084763519
6.0001788   0.082434513
6.0071297   0.080534533
6.0140982   0.079063579
6.0210834   0.077408761
6.0280848   0.076182976
6.0351024   0.07514105
6.0421362   0.074773312
6.0491862   0.074160412
6.0562534   0.072873332
6.0633373   0.07195399
6.0704374   0.071402386
6.0775537   0.070360459
6.0846872   0.069012091
6.0918374   0.067970164
6.0990043   0.067357272
6.1061878   0.066928238
6.1133885   0.066866949
6.1206079   0.066805668
6.1278424   0.066928238
6.1350942   0.067295976
6.1423635   0.068031453
6.1496496   0.068705641
6.1569533   0.069502406
6.1642742   0.070115298
6.1716127   0.070605621
6.1789665   0.071279801
6.1863399   0.071892701
6.1937308   0.072076567
6.2011395   0.072321728
6.2085662   0.072383016
6.2160106   0.072444305
6.2234726   0.072444305
6.2309527   0.072383016
6.238452   0.072260439
6.2459679   0.072076567
6.2535024   0.071770117
6.261055   0.071524963
6.2686257   0.071279801
6.2762151   0.07103464
6.2838225   0.070789486
6.2914486   0.070605621
6.2990947   0.070360459
6.3067579   0.070299171
6.3144398   0.070360459
6.3221402   0.070483036
6.3298597   0.070483036
6.3375978   0.070605621
6.345355   0.070544332
6.3531313   0.069931433
6.3609242   0.069502406
6.3687387   0.069073379
6.3765721   0.068276614
6.3844252   0.067541137
6.3922973   0.066683084
6.4001889   0.065947607
6.4081001   0.06551858
6.4160309   0.064783111
6.4239826   0.063679889
6.431953   0.062883131
6.4399428   0.062025074
6.4479527   0.061412178
6.4559822   0.060860574
6.4640322   0.060370255
6.4721022   0.060125094
6.4801922   0.059941228
6.4883046   0.059818648
6.4964356   0.059634782
6.5045867   0.05914446
6.5127583   0.058960591
6.5209503   0.05914446
6.5291634   0.05926704
6.5373969   0.059450909
6.545651   0.059757363
6.5539231   0.060186386
6.5622191   0.060737994
6.5705361   0.061350886
6.5788746   0.061657336
6.587234   0.061963785
6.5956144   0.062331524
6.6040168   0.062515385
6.6124401   0.062576681
6.6208863   0.062576681
